City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Diamantina,BR,-18.2494,-43.6003,70.83,68,39,7.05,scattered clouds
349,Kieta,PG,-6.2167,155.6333,81.64,80,36,5.66,scattered clouds
350,Aquiraz,BR,-3.9014,-38.3911,82.49,70,0,9.06,clear sky
351,Kailua,US,21.4022,-157.7394,79.74,74,29,5.01,scattered clouds
352,Vredendal,ZA,-31.6683,18.5012,73.74,71,61,7.87,broken clouds
353,Pangody,RU,65.85,74.4859,-9.96,100,99,6.76,overcast clouds
354,Tucuman,AR,-26.8241,-65.2226,71.6,94,100,10.36,moderate rain
355,Caravelas,BR,-17.7125,-39.2481,78.13,75,40,5.59,scattered clouds
356,College,US,64.8569,-147.8028,8.65,87,87,2.8,overcast clouds
357,Berlevag,NO,70.8578,29.0864,41.0,70,0,37.98,clear sky
358,Leh,IN,34.1667,77.5833,7.92,97,100,1.74,overcast clouds
359,Bathsheba,BB,13.2167,-59.5167,83.01,61,20,17.27,few clouds
360,Pandamatenga,BW,-18.5278,25.627,63.21,80,68,6.42,broken clouds
361,Vanimo,PG,-2.6741,141.3028,77.5,87,100,3.0,overcast clouds
362,Abrau-Dyurso,RU,44.69,37.59,27.86,98,100,10.71,snow
363,Ketchikan,US,55.3422,-131.6461,44.58,97,100,4.12,overcast clouds
364,Tuapse,RU,44.1125,39.0742,38.5,88,100,8.88,light rain
365,Le Port,RE,-20.9373,55.2919,80.6,83,28,6.29,scattered clouds
366,Atambua,ID,-9.1061,124.8925,74.16,90,100,1.23,overcast clouds
367,Dongsheng,CN,39.8161,109.9776,22.86,78,65,6.11,broken clouds
368,Nyandoma,RU,61.669,40.1991,10.78,93,100,9.8,overcast clouds
369,Rocha,UY,-34.4833,-54.3333,76.23,84,99,8.41,overcast clouds
370,Usinsk,RU,65.9939,57.5281,7.99,93,90,18.25,overcast clouds
371,Ignacio Zaragoza,MX,28.3833,-107.2167,56.75,15,1,23.33,clear sky
372,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,0.19,71,0,13.42,clear sky
373,Cabo San Lucas,MX,22.8909,-109.9124,75.61,66,93,3.0,overcast clouds
374,Solwezi,ZM,-12.1688,26.3894,58.62,97,8,2.71,clear sky
375,Lebu,CL,-37.6167,-73.65,64.29,74,1,9.73,clear sky
376,Portland,US,45.5234,-122.6762,55.51,70,35,5.99,scattered clouds
377,Vavoua,CI,7.3819,-6.4778,75.65,17,3,1.97,clear sky
378,Baijiantan,CN,45.6333,85.1833,11.21,96,100,0.83,overcast clouds
379,Myitkyina,MM,25.3833,97.4,59.22,65,99,2.73,overcast clouds
380,Viedma,AR,-40.8135,-62.9967,84.74,22,0,22.73,clear sky
381,Saint Pete Beach,US,27.7253,-82.7412,55.45,68,75,1.99,broken clouds
382,Bantry,IE,51.6833,-9.45,45.88,90,100,7.72,overcast clouds
383,Mbamba,NG,9.9833,13.1,72.21,21,0,6.87,clear sky
384,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,81.05,90,83,1.16,broken clouds
385,Batagay,RU,67.6333,134.6333,-19.91,99,100,3.36,overcast clouds
386,Gari,RU,59.4307,62.3497,8.28,96,100,4.83,overcast clouds
387,Alanya,TR,36.5438,31.9998,41.13,48,34,8.39,scattered clouds
388,Hokitika,NZ,-42.7167,170.9667,61.5,72,56,4.83,broken clouds
389,Itarema,BR,-2.9248,-39.9167,81.05,66,20,15.14,few clouds
390,Nuevo Progreso,MX,23.1667,-97.95,60.48,76,100,3.0,overcast clouds
391,Katsuura,JP,35.1333,140.3,45.1,83,100,13.27,overcast clouds
392,Farafangana,MG,-22.8167,47.8333,76.8,90,66,13.91,moderate rain
393,Gold Coast,AU,-28.0,153.4333,74.03,89,47,1.99,scattered clouds
394,Kaeo,NZ,-35.1,173.7833,68.32,94,100,11.36,light rain
395,Saint-Georges,GD,12.0564,-61.7485,77.88,73,12,10.2,few clouds
396,Antalaha,MG,-14.9003,50.2788,75.07,91,97,3.91,light rain
397,Mujiayingzi,CN,42.1167,118.7833,14.52,57,100,0.78,overcast clouds
398,Aberdeen,GB,57.1437,-2.0981,45.21,92,100,5.75,overcast clouds
399,Baykit,RU,61.67,96.37,-4.9,100,95,0.85,overcast clouds
400,Luebo,CD,-5.35,21.4167,71.71,89,98,1.16,overcast clouds
401,Vaux-Sur-Sure,BE,49.9115,5.5744,36.81,85,6,7.09,clear sky
402,Kango,GA,0.1943,10.0951,77.23,88,28,3.67,scattered clouds
403,Saint Anthony,US,45.0205,-93.218,8.92,61,75,5.01,broken clouds
404,Padang,ID,-0.9492,100.3543,76.41,86,96,3.83,overcast clouds
405,Sabzevar,IR,36.2126,57.6819,32.58,33,0,0.98,clear sky
406,Pemba,MZ,-12.974,40.5178,76.89,83,100,6.76,light rain
407,New Philadelphia,US,40.4898,-81.4457,30.72,87,100,7.0,light snow
408,Naryan-Mar,RU,67.6713,53.087,12.52,89,100,20.38,overcast clouds
409,Sakakah,SA,29.9697,40.2064,44.17,47,0,1.1,clear sky
410,Dombarovskiy,RU,50.7587,59.5386,-1.79,91,5,7.07,clear sky
411,Kisesa,TZ,-3.0833,34.15,64.24,87,96,2.48,light rain
412,Micheweni,TZ,-4.9667,39.8333,81.16,75,100,15.73,overcast clouds
413,Bayevo,RU,53.2833,80.7667,-10.98,100,95,2.37,overcast clouds
414,Sao Francisco Do Sul,BR,-26.2433,-48.6381,89.1,75,0,8.7,clear sky
415,Emerald,AU,-23.5333,148.1667,73.35,88,75,3.44,broken clouds
416,Chunhuhub,MX,19.55,-88.6833,79.57,61,97,3.29,overcast clouds
417,Newport,GB,51.5877,-2.9984,41.86,83,98,3.62,overcast clouds
418,Sivas,TR,39.7916,37.0019,19.44,96,100,3.65,light snow
419,Upington,ZA,-28.4478,21.2561,83.32,24,37,13.82,scattered clouds
420,Chapais,CA,49.7834,-74.8492,-7.82,90,100,6.87,overcast clouds
421,Radyvyliv,UA,50.1299,25.2558,11.8,98,80,3.67,broken clouds
422,Hambantota,LK,6.1241,81.1185,73.53,82,100,4.0,overcast clouds
423,Imeni Babushkina,RU,59.7573,43.1285,3.92,98,87,5.39,overcast clouds
424,Port-Gentil,GA,-0.7193,8.7815,79.9,79,46,13.04,scattered clouds
425,Ranipur,PK,27.2879,68.5051,54.01,30,0,5.7,clear sky
426,Abu Dhabi,AE,24.4667,54.3667,64.96,62,11,12.55,few clouds
427,Jumla,NP,29.2747,82.1838,25.81,95,72,5.73,broken clouds
428,Zlobin,HR,45.2924,14.6541,40.3,43,0,5.75,clear sky
429,Aripuana,BR,-9.1667,-60.6333,79.11,94,67,1.01,broken clouds
430,Shache,CN,38.4167,77.2406,26.73,45,100,2.93,overcast clouds
431,Mandalgovi,MN,45.7625,106.2708,5.61,83,100,8.19,overcast clouds
432,Presque Isle,US,46.6811,-68.0159,23.29,61,100,8.59,overcast clouds
433,Reconquista,AR,-29.15,-59.65,101.98,26,92,6.22,overcast clouds
434,Sassandra,CI,4.95,-6.0833,78.12,85,0,6.38,clear sky
435,Cayeli,TR,41.0923,40.7292,41.68,77,13,5.37,few clouds
436,Muskegon,US,43.3,-86.1334,22.89,56,100,9.22,overcast clouds
437,Conceicao Do Araguaia,BR,-8.2578,-49.2647,81.19,81,30,0.45,scattered clouds
438,Regina,CA,50.4501,-104.6178,36.03,83,100,25.32,overcast clouds
439,Springdale,US,36.1867,-94.1288,53.04,46,7,5.99,clear sky
440,Beruwala,LK,6.4788,79.9828,74.59,83,100,3.62,overcast clouds
441,Dali,CN,25.7,100.1833,37.09,90,19,4.16,few clouds
442,Hunchun,CN,42.8675,130.3581,7.93,83,2,4.76,clear sky
443,Asau,RO,46.4333,26.4,22.95,91,95,8.48,overcast clouds
444,Casa Nova,BR,-9.4167,-41.1333,85.93,47,99,15.37,overcast clouds
445,Yondo,CO,7.0062,-73.9097,90.95,52,86,0.89,overcast clouds
446,Atchison,US,39.563,-95.1216,43.21,59,64,3.87,broken clouds
447,Camacupa,AO,-12.0167,17.4833,60.82,96,100,4.47,light rain
448,Machico,PT,32.7,-16.7667,65.71,84,40,6.91,scattered clouds
449,Srednekolymsk,RU,67.45,153.6833,-29.06,98,100,6.78,overcast clouds
450,Kamyaran,IR,34.7956,46.9355,14.99,73,23,3.8,few clouds
451,Jovellanos,CU,22.8044,-81.1944,73.83,74,88,13.47,overcast clouds
452,Kendari,ID,-3.945,122.4989,74.86,94,89,3.78,overcast clouds
453,Zamora,EC,-4.0692,-78.9567,79.09,76,40,3.8,light rain
454,Kyabe,TD,9.4515,18.9449,78.73,18,7,4.9,clear sky
455,Lebedinyy,RU,58.5167,125.5167,-5.85,98,100,5.61,overcast clouds
456,Cairns,AU,-16.9167,145.7667,77.07,97,40,2.3,scattered clouds
457,Arman,RU,59.7,150.1667,-10.14,84,31,8.5,scattered clouds
458,Port Macquarie,AU,-31.4333,152.9167,70.9,85,89,7.52,overcast clouds
459,Santa Lucia,ES,27.9117,-15.5407,56.77,77,20,4.61,few clouds
460,Coquimbo,CL,-29.9533,-71.3436,67.08,73,4,9.91,clear sky
461,Kirakira,SB,-10.4544,161.9205,83.14,80,75,5.95,broken clouds
462,Buchanan,LR,5.8808,-10.0467,76.96,82,14,6.73,few clouds
463,Rio Gallegos,AR,-51.6226,-69.2181,59.65,43,96,31.18,overcast clouds
464,Westport,US,41.1415,-73.3579,37.09,52,83,1.99,broken clouds
465,Hjelset,NO,62.7833,7.4833,47.98,66,40,20.71,scattered clouds
466,Isangel,VU,-19.55,169.2667,83.88,73,5,2.77,clear sky
467,Manggar,ID,-2.8833,108.2667,77.76,81,36,6.67,scattered clouds
468,Jasper,US,37.2001,-94.3502,52.54,46,20,3.0,few clouds
469,Pocone,BR,-16.2567,-56.6228,90.99,50,79,3.83,broken clouds
470,Norman Wells,CA,65.282,-126.8329,6.96,92,100,8.39,overcast clouds
471,Zarubino,RU,42.63,131.0922,17.1,58,0,7.54,clear sky
472,Evensk,RU,61.95,159.2333,-18.44,80,75,7.2,broken clouds
473,Road Town,VG,18.4167,-64.6167,80.69,69,20,5.75,few clouds
474,San Patricio,US,28.017,-97.5169,57.92,42,100,4.14,overcast clouds
475,Panzhihua,CN,26.5851,101.7128,44.04,75,10,1.28,clear sky
476,Razdolinsk,RU,58.4211,94.6658,-10.86,100,96,2.84,overcast clouds
477,Levski,BG,43.3667,25.1333,28.6,78,100,2.19,light snow
478,Neryungri,RU,56.6709,124.6491,-15.3,100,82,2.37,broken clouds
479,Vao,NC,-22.6667,167.4833,77.36,66,11,8.28,few clouds
480,Taoudenni,ML,22.6783,-3.9836,67.71,17,52,10.13,broken clouds
481,Byron Bay,AU,-28.65,153.6167,71.55,85,46,10.02,scattered clouds
482,Storforshei,NO,66.4043,14.5233,42.58,87,75,9.22,broken clouds
483,Faanui,PF,-16.4833,-151.75,81.32,72,75,17.05,broken clouds
484,Santa Rosa,PH,14.3122,121.1114,77.09,87,60,3.67,broken clouds
485,Itoman,JP,26.1247,127.6694,69.82,94,75,9.22,broken clouds
486,Mtsensk,RU,53.2766,36.5733,6.44,100,95,5.93,overcast clouds
487,Hazorasp,UZ,41.3194,61.0742,12.04,85,5,9.91,clear sky
488,Pisco,PE,-13.7,-76.2167,78.85,61,0,11.5,clear sky
489,Dryden,CA,49.7833,-92.7503,-0.47,81,97,6.44,overcast clouds
490,Drobak,NO,59.6633,10.6298,35.19,97,87,0.65,overcast clouds
491,Sembe,CG,1.6481,14.5806,75.74,38,69,0.58,broken clouds
492,Balingasay,PH,16.3573,119.8564,79.11,80,6,13.38,clear sky
493,Esmeraldas,BR,-19.7625,-44.3139,83.26,74,58,2.55,broken clouds
494,Amga,RU,60.8953,131.9608,-12.62,100,100,2.44,overcast clouds
495,Komsomolskiy,UZ,40.4272,71.7189,36.32,80,75,2.3,mist
496,Gairatganj,IN,23.4202,78.2385,51.03,65,0,6.04,clear sky
497,Paoua,CF,7.2427,16.4406,70.92,22,16,4.79,few clouds
498,Amiens,FR,49.9,2.3,40.06,90,5,5.53,clear sky
499,Maraa,BR,-1.8333,-65.3667,82.36,75,79,2.75,broken clouds
500,Bubaque,GW,11.2833,-15.8333,79.21,75,17,13.4,few clouds
501,Santa Maria,BR,-29.6842,-53.8069,79.9,83,75,12.66,thunderstorm with heavy rain
502,Batemans Bay,AU,-35.7167,150.1833,69.91,76,90,2.75,overcast clouds
503,Nongstoin,IN,25.5167,91.2667,47.12,78,89,3.13,overcast clouds
504,Grootfontein,NA,-19.5667,18.1167,70.05,42,79,10.31,broken clouds
505,Tura,IN,25.5198,90.2201,55.2,75,37,4.52,scattered clouds
506,Maarianhamina,AX,60.0973,19.9348,33.66,93,40,10.36,scattered clouds
507,Nabire,ID,-3.3667,135.4833,76.57,89,100,1.19,overcast clouds
508,Sivaki,RU,52.6333,126.75,-6.3,95,5,5.93,clear sky
509,Xining,CN,36.6167,101.7667,18.57,65,2,0.25,clear sky
510,Omsukchan,RU,62.5333,155.8,-27.53,98,100,4.83,overcast clouds
511,Lagos,NG,6.5833,3.75,76.01,86,3,3.87,clear sky
512,Port Hardy,CA,50.6996,-127.4199,45.45,67,100,1.81,overcast clouds
513,Chulman,RU,56.8479,124.9104,-17.91,100,100,0.31,overcast clouds
514,Langenburg,DE,49.2544,9.8458,37.96,81,100,4.61,overcast clouds
515,Karratha,AU,-20.7377,116.8463,81.82,76,87,11.72,light rain
516,Maragogi,BR,-9.0122,-35.2225,80.73,69,39,12.86,scattered clouds
517,Muzhi,RU,65.3667,64.6667,-5.42,99,82,5.48,broken clouds
518,Bremerton,US,47.5673,-122.6326,42.85,100,100,4.61,mist
519,Bemidji,US,47.4736,-94.8803,10.06,68,100,11.5,overcast clouds
520,Maldonado,UY,-34.6667,-54.9167,76.23,84,100,7.02,overcast clouds
521,Zhanakorgan,KZ,43.9098,67.2495,25.09,84,7,3.49,clear sky
522,Dedovichi,RU,57.5517,29.9502,15.4,94,94,7.38,overcast clouds
523,Linjiang,CN,41.8069,126.9078,1.27,95,20,2.62,few clouds
524,Kaabong,UG,3.4836,34.1492,68.58,39,11,8.99,few clouds
525,Varhaug,NO,58.6147,5.6457,43.9,93,64,10.85,broken clouds
526,Shenkursk,RU,62.1091,42.896,7.2,94,86,8.93,overcast clouds
527,Chicama,PE,-7.8447,-79.1469,68.54,63,41,10.8,scattered clouds
528,Bluffton,US,32.2371,-80.8604,56.05,51,0,1.01,clear sky
529,Sideropolis,BR,-28.5978,-49.4244,95.02,48,6,4.23,heavy intensity rain
530,Te Anau,NZ,-45.4167,167.7167,51.8,75,84,0.92,broken clouds
531,Groningen,NL,53.25,6.75,44.04,89,100,3.44,overcast clouds
532,Barranca,PE,-10.75,-77.7667,74.48,76,54,10.27,broken clouds
533,Kalevala,RU,65.2,31.1667,34.21,98,100,12.77,overcast clouds
534,Khani,GE,41.9563,42.9566,42.37,71,99,10.33,overcast clouds
535,Boden,SE,65.8252,21.6886,37.4,78,92,14.41,overcast clouds
536,Vrangel,RU,42.7297,133.0839,15.93,65,0,12.8,clear sky
537,Gorom-Gorom,BF,14.4439,-0.2361,70.57,11,0,10.0,clear sky
538,Gizo,SB,-8.103,156.8419,83.16,78,87,8.37,light rain
539,Huatulco,MX,15.8436,-96.3267,89.87,47,2,7.99,clear sky
540,Tukrah,LY,32.5341,20.5791,52.16,56,90,12.88,overcast clouds
541,Ikongo,MG,-21.8833,47.4333,69.91,99,90,1.74,light rain
542,Cabra,ES,37.4725,-4.4421,48.9,75,84,5.32,broken clouds
543,Krasnorechenskiy,RU,44.6265,135.3532,-5.67,97,44,6.76,scattered clouds
544,Bandung,ID,-6.9039,107.6186,73.78,87,100,1.99,overcast clouds
545,Cedar City,US,37.6775,-113.0619,40.39,48,0,3.44,clear sky
546,Methven,NZ,-43.6333,171.65,58.46,99,100,1.01,overcast clouds
547,Ponta Delgada,PT,37.7333,-25.6667,59.5,77,20,5.75,few clouds
548,Nyurba,RU,63.2842,118.3319,-7.11,98,92,6.2,overcast clouds
549,Sesheke,ZM,-17.4759,24.2968,68.54,70,73,6.8,broken clouds
550,Ravar,IR,31.2656,56.8055,39.99,32,0,1.03,clear sky
551,Port Moresby,PG,-9.4431,147.1797,77.36,85,88,4.88,overcast clouds
552,Baicheng,CN,45.6167,122.8167,-5.6,100,100,3.56,overcast clouds
553,Lively,CA,46.4334,-81.1498,6.03,62,63,4.47,broken clouds
554,Honiara,SB,-9.4333,159.95,83.19,80,61,4.94,broken clouds
555,Rognedino,RU,53.8015,33.5576,-0.69,100,100,3.91,overcast clouds
556,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,96,75,4.0,broken clouds
557,Osinovo,RU,55.8809,48.881,15.89,98,100,2.77,overcast clouds
558,San Ramon,US,37.7799,-121.978,63.99,55,0,1.99,clear sky
559,Bud,US,39.447,-86.1758,30.29,62,100,13.78,overcast clouds
560,Muros,ES,42.7762,-9.0603,50.85,91,0,3.83,clear sky
561,Noumea,NC,-22.2763,166.4572,80.58,99,63,4.5,broken clouds
562,Fatehpur,IN,25.9333,80.8,57.47,82,51,4.79,broken clouds
563,Demba,CD,-5.51,22.2667,69.91,90,100,1.7,overcast clouds
564,Ferraz De Vasconcelos,BR,-23.5408,-46.3686,78.4,83,75,8.05,broken clouds
565,Kauhajoki,FI,62.4333,22.1833,31.98,88,40,8.3,scattered clouds
566,Penco,CL,-36.7333,-72.9833,67.05,64,0,17.27,clear sky
567,Dabat,ET,12.9842,37.765,53.38,53,31,3.33,scattered clouds
568,Marsa Matruh,EG,31.3525,27.2453,51.58,60,83,21.34,broken clouds
569,Alice Springs,AU,-23.7,133.8833,76.55,88,63,0.0,broken clouds
570,Chamba,IN,32.5667,76.1333,43.54,97,100,3.04,overcast clouds
571,Novoagansk,RU,61.9449,76.6625,-1.86,99,98,3.51,overcast clouds
572,La Rioja,ES,42.25,-2.5,33.04,75,0,5.75,clear sky
573,Dhanwar,IN,24.4167,85.9833,56.39,92,77,5.08,broken clouds
574,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.26,77,49,2.21,light rain
575,Boke,GN,10.9409,-14.2967,72.34,80,27,3.51,scattered clouds
576,Mastic Beach,US,40.7668,-72.8521,37.13,62,35,1.01,scattered clouds
577,Kununurra,AU,-15.7667,128.7333,78.78,94,100,2.3,overcast clouds
578,Hobyo,SO,5.3505,48.5268,77.5,67,100,21.12,overcast clouds
579,Luwuk,ID,-0.9516,122.7875,77.56,78,67,3.42,broken clouds
580,Carballo,ES,43.213,-8.691,48.67,92,1,3.33,clear sky
581,Rio Grande,BR,-32.035,-52.0986,86.11,84,99,14.05,light rain
582,Sokoto,NG,13.0609,5.239,69.76,12,0,11.41,clear sky
583,Korla,CN,41.7597,86.1469,24.1,57,100,1.16,overcast clouds
584,Sembakung,ID,3.8167,117.25,76.93,99,78,1.66,broken clouds
585,Brigham City,US,41.5102,-112.0155,37.4,68,0,0.0,clear sky
586,Sept-Iles,CA,50.2001,-66.3821,13.05,85,75,3.44,broken clouds
587,Steinbach,DE,50.1667,8.5667,41.58,70,75,8.05,broken clouds
588,Pirmasens,DE,49.2015,7.6053,39.25,87,6,10.4,clear sky
589,Matamoros,MX,25.5333,-103.25,68.11,42,75,0.0,broken clouds
590,Nacala,MZ,-14.5428,40.6728,73.22,94,100,12.86,moderate rain
591,Arrigorriaga,ES,43.2101,-2.8856,44.31,63,0,1.01,clear sky
592,Voznesenye,RU,61.0106,35.4781,17.55,89,100,10.45,overcast clouds
593,Guilin,CN,25.2819,110.2864,44.37,87,100,8.08,light rain
594,Boyolangu,ID,-8.1181,111.8935,74.37,90,98,2.37,overcast clouds
595,Victor Harbor,AU,-35.5667,138.6167,76.71,93,97,5.59,overcast clouds
596,Ola,RU,59.5833,151.2833,-11.18,87,31,9.35,scattered clouds
597,Krasnyy Kurgan,RU,43.9422,42.6108,25.68,93,100,1.43,overcast clouds
598,Myanaung,MM,18.2833,95.3167,63.32,57,1,3.24,clear sky
599,Huambo,AO,-12.7761,15.7392,59.99,90,100,2.17,overcast clouds
600,Vila Velha,BR,-20.3297,-40.2925,82.35,78,20,3.0,few clouds
601,Saint-Francois,FR,46.4154,3.9054,36.84,82,100,5.75,overcast clouds
602,Ambilobe,MG,-13.2,49.05,73.98,96,100,9.17,moderate rain
603,George,ZA,-33.963,22.4617,74.95,51,0,6.11,clear sky
604,Ubatuba,BR,-23.4339,-45.0711,80.11,88,44,4.32,scattered clouds
605,Altay,CN,47.8667,88.1167,5.04,62,1,7.58,clear sky
606,Uige,AO,-7.6087,15.0613,67.12,81,67,0.94,broken clouds
607,Komatipoort,ZA,-25.4332,31.9548,72.05,81,16,6.69,few clouds
608,Kayes,ML,14.0,-11.0,79.11,8,3,8.03,clear sky
609,Narsaq,GL,60.9167,-46.05,23.22,72,100,10.74,overcast clouds
610,Aksu,CN,41.1231,80.2644,24.87,55,100,2.8,overcast clouds
611,Fort Morgan,US,40.2503,-103.8,56.8,34,0,12.66,clear sky
612,Tilichiki,RU,60.4667,166.1,-20.13,86,74,7.2,broken clouds
613,Tezu,IN,27.9167,96.1667,56.62,52,82,2.64,broken clouds
614,Suntar,RU,62.1444,117.6319,-10.97,98,44,4.12,scattered clouds
615,Invergordon,GB,57.6886,-4.1675,49.32,80,40,24.16,scattered clouds
616,Laje,BR,-10.1833,-40.9667,77.2,65,40,4.97,scattered clouds
617,Chara,RU,56.9064,118.2631,-13.43,78,10,1.39,clear sky
618,Klyuchi,RU,52.2667,79.1667,-10.19,100,80,3.04,broken clouds
619,Mingoyo,TZ,-10.1,39.6333,73.89,96,100,3.27,overcast clouds
620,Qaqortoq,GL,60.7167,-46.0333,23.5,77,100,10.47,overcast clouds
621,Svobodnyy,RU,51.4,128.1333,-10.89,97,5,4.72,clear sky
622,Almaznyy,RU,48.0448,40.045,24.94,97,100,13.58,light snow
623,Qingdao,CN,36.0986,120.3719,29.19,68,27,10.33,scattered clouds
624,Auki,SB,-8.7676,160.7034,82.92,79,100,6.49,overcast clouds
625,Cuenca,EC,-2.8833,-78.9833,67.01,66,71,4.74,light rain
626,Puquio,PE,-14.7,-74.1333,54.46,83,88,11.36,overcast clouds
627,Sidi Ali,DZ,36.0998,0.4206,47.5,78,13,7.27,few clouds
628,Guadalajara,MX,20.6667,-103.3333,75.02,36,75,1.99,broken clouds
629,Shwebo,MM,22.5667,95.7,60.82,62,3,4.7,clear sky
630,Aswan,EG,24.0934,32.907,53.65,32,3,10.22,clear sky
631,Kamien Pomorski,PL,53.9685,14.7726,42.51,97,100,6.24,overcast clouds
632,Springbok,ZA,-29.6643,17.8865,75.42,48,93,16.55,overcast clouds
633,Nsunga,TZ,-1.1439,31.3947,63.61,86,73,1.68,broken clouds
634,Turukhansk,RU,65.8167,87.9833,0.61,98,100,3.02,overcast clouds
635,South Sioux City,US,42.4739,-96.4136,27.75,63,100,11.5,overcast clouds
636,Naze,JP,28.3667,129.4833,63.84,87,94,11.36,overcast clouds
637,Nakamura,JP,32.9833,132.9333,49.53,97,100,1.97,overcast clouds
638,Silleda,ES,42.696,-8.2465,41.65,75,0,1.81,clear sky
639,Tonder,DK,54.9331,8.8667,43.21,93,14,1.01,few clouds
640,Rabo De Peixe,PT,37.8,-25.5833,58.28,95,20,5.75,few clouds
641,Lasa,IT,46.6166,10.7002,31.37,62,3,5.75,clear sky
642,Manta,EC,-0.95,-80.7333,82.18,74,75,8.05,broken clouds
643,Rosarito,MX,32.3333,-117.0333,75.67,36,0,8.79,clear sky
644,Tarragona,ES,41.129,1.249,45.43,85,20,3.44,few clouds
645,Fushan,CN,37.4958,121.2581,30.25,65,38,4.29,scattered clouds
646,Mittagong,AU,-34.45,150.45,61.86,95,100,1.14,overcast clouds
647,Dogondoutchi,NE,13.6393,4.0287,69.64,12,0,10.31,clear sky
648,Dickson,US,36.077,-87.3878,49.55,37,0,7.0,clear sky
649,Sioux Lookout,CA,50.1001,-91.917,-0.54,84,99,6.89,overcast clouds
650,Janauba,BR,-15.8025,-43.3089,77.31,76,85,2.33,overcast clouds
651,Songjianghe,CN,42.1859,127.479,-2.92,94,11,3.31,few clouds
652,Kikwit,CD,-5.041,18.8162,73.06,82,96,0.65,overcast clouds
653,Paamiut,GL,61.994,-49.6678,22.82,71,100,14.97,overcast clouds
654,Kulhudhuffushi,MV,6.6221,73.07,80.96,61,99,10.31,overcast clouds
655,Winona,US,43.9666,-91.7668,9.45,59,0,0.0,clear sky
656,San Pedro,PH,14.35,121.0167,76.32,87,55,3.62,broken clouds
657,Mutis,CO,6.2262,-77.4044,81.86,81,95,4.85,light rain
658,Scottsbluff,US,41.8666,-103.6672,53.83,31,0,8.99,clear sky
659,Loutros,GR,40.5883,22.3994,35.85,49,65,8.21,broken clouds
660,Porto Velho,BR,-8.7619,-63.9039,87.85,55,40,5.75,scattered clouds
661,Kot Radha Kishan,PK,31.1725,74.0997,50.11,89,80,0.81,broken clouds
662,Wakkanai,JP,45.4094,141.6739,21.38,85,100,4.56,light snow
663,Mezen,RU,65.8522,44.24,13.5,92,100,11.5,overcast clouds
664,Kabanjahe,ID,3.1001,98.4908,61.56,96,100,1.59,overcast clouds
665,Calamar,CO,10.2511,-74.9146,85.95,45,99,13.09,overcast clouds
666,Uberlandia,BR,-18.9186,-48.2772,77.56,74,92,3.67,overcast clouds
667,Moindou,NC,-21.6924,165.677,80.55,77,43,4.56,scattered clouds
668,Semirom,IR,31.4167,51.5667,22.44,47,0,3.38,clear sky
669,Husavik,IS,66.0449,-17.3389,20.95,66,51,22.24,broken clouds
670,Rapallo,IT,44.3511,9.2297,51.67,84,87,1.99,overcast clouds
671,Uusikaupunki,FI,60.8004,21.4084,32.52,96,81,10.58,broken clouds
672,Jacareacanga,BR,-6.2222,-57.7528,79.52,93,96,3.24,overcast clouds
673,Adamas,GR,36.7333,24.4333,44.87,44,88,12.66,overcast clouds
